CAZYs,Niche
110,Host_Associated
108,Host_Associated
107,Host_Associated
103,Host_Associated
114,Host_Associated
114,Host_Associated
114,Host_Associated
114,Host_Associated
118,Host_Associated
110,Host_Associated
103,Host_Associated
109,Host_Associated
110,Host_Associated
110,Host_Associated
114,Host_Associated
114,Host_Associated
114,Host_Associated
112,Host_Associated
113,Host_Associated
69,Host_Associated
97,Host_Associated
105,Host_Associated
104,Host_Associated
103,Host_Associated
103,Host_Associated
104,Host_Associated
103,Host_Associated
101,Host_Associated
105,Host_Associated
97,Host_Associated
93,Host_Associated
95,Host_Associated
65,Host_Associated
92,Host_Associated
92,Host_Associated
88,Host_Associated
107,Host_Associated
106,Host_Associated
113,Host_Associated
86,Host_Associated
110,Host_Associated
110,Host_Associated
102,Host_Associated
101,Host_Associated
102,Host_Associated
102,Host_Associated
101,Host_Associated
109,Host_Associated
102,Host_Associated
107,Host_Associated
105,Host_Associated
105,Host_Associated
103,Host_Associated
102,Host_Associated
104,Host_Associated
108,Host_Associated
106,Host_Associated
102,Host_Associated
105,Host_Associated
104,Host_Associated
105,Host_Associated
103,Host_Associated
105,Host_Associated
104,Host_Associated
107,Host_Associated
101,Host_Associated
109,Host_Associated
112,Host_Associated
109,Host_Associated
111,Host_Associated
112,Host_Associated
111,Host_Associated
103,Host_Associated
113,Host_Associated
79,Host_Associated
103,Host_Associated
97,Host_Associated
93,Host_Associated
95,Host_Associated
97,Host_Associated
95,Host_Associated
98,Host_Associated
98,Host_Associated
99,Host_Associated
105,Host_Associated
102,Host_Associated
77,Host_Associated
79,Host_Associated
77,Host_Associated
78,Host_Associated
78,Host_Associated
77,Host_Associated
75,Host_Associated
98,Host_Associated
102,Host_Associated
89,Host_Associated
99,Host_Associated
85,Host_Associated
90,Host_Associated
95,Host_Associated
105,Host_Associated
91,Host_Associated
82,Host_Associated
94,Host_Associated
92,Host_Associated
86,Host_Associated
85,Host_Associated
89,Host_Associated
93,Host_Associated
93,Host_Associated
92,Host_Associated
85,Host_Associated
94,Host_Associated
93,Host_Associated
99,Host_Associated
98,Host_Associated
89,Host_Associated
98,Host_Associated
93,Host_Associated
93,Host_Associated
109,Host_Associated
96,Host_Associated
92,Host_Associated
101,Host_Associated
112,Host_Associated
85,Host_Associated
86,Host_Associated
87,Host_Associated
84,Host_Associated
82,Host_Associated
90,Host_Associated
83,Host_Associated
99,Host_Associated
84,Host_Associated
89,Host_Associated
101,Host_Associated
74,Host_Associated
96,Host_Associated
91,Host_Associated
99,Host_Associated
81,Host_Associated
91,Host_Associated
89,Host_Associated
90,Host_Associated
99,Host_Associated
76,Host_Associated
94,Host_Associated
99,Host_Associated
95,Host_Associated
93,Host_Associated
91,Host_Associated
94,Host_Associated
87,Host_Associated
82,Host_Associated
78,Host_Associated
79,Host_Associated
80,Host_Associated
78,Host_Associated
79,Host_Associated
79,Host_Associated
93,Host_Associated
53,Host_Associated
95,Host_Associated
95,Host_Associated
85,Host_Associated
72,Host_Associated
68,Host_Associated
73,Host_Associated
96,Host_Associated
91,Host_Associated
68,Host_Associated
87,Host_Associated
90,Host_Associated
84,Host_Associated
86,Host_Associated
84,Host_Associated
88,Host_Associated
88,Host_Associated
88,Host_Associated
99,Host_Associated
71,Host_Associated
87,Host_Associated
100,Host_Associated
108,Host_Associated
101,Host_Associated
103,Host_Associated
99,Host_Associated
106,Host_Associated
97,Host_Associated
108,Host_Associated
88,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
105,Host_Associated
86,Host_Associated
71,Host_Associated
77,Host_Associated
78,Host_Associated
86,Host_Associated
74,Host_Associated
71,Host_Associated
86,Host_Associated
75,Host_Associated
80,Host_Associated
99,Host_Associated
71,Host_Associated
75,Host_Associated
78,Host_Associated
100,Host_Associated
77,Host_Associated
77,Host_Associated
74,Host_Associated
78,Host_Associated
74,Host_Associated
112,Host_Associated
107,Host_Associated
112,Host_Associated
105,Host_Associated
108,Host_Associated
111,Host_Associated
108,Host_Associated
116,Host_Associated
111,Host_Associated
108,Host_Associated
101,Host_Associated
113,Host_Associated
115,Host_Associated
112,Host_Associated
113,Host_Associated
112,Host_Associated
87,Host_Associated
78,Host_Associated
87,Host_Associated
94,Host_Associated
91,Host_Associated
96,Host_Associated
89,Host_Associated
90,Host_Associated
85,Host_Associated
85,Host_Associated
98,Host_Associated
93,Host_Associated
76,Host_Associated
58,Host_Associated
95,Host_Associated
80,Host_Associated
92,Host_Associated
100,Host_Associated
84,Host_Associated
95,Host_Associated
76,Host_Associated
93,Host_Associated
97,Host_Associated
83,Host_Associated
80,Host_Associated
89,Host_Associated
93,Host_Associated
70,Host_Associated
69,Host_Associated
69,Host_Associated
74,Host_Associated
73,Host_Associated
69,Host_Associated
63,Host_Associated
70,Host_Associated
69,Host_Associated
92,Host_Associated
58,Host_Associated
98,Host_Associated
91,Host_Associated
113,Host_Associated
84,Host_Associated
81,Host_Associated
86,Host_Associated
83,Host_Associated
85,Host_Associated
86,Host_Associated
84,Host_Associated
90,Host_Associated
84,Host_Associated
85,Host_Associated
88,Host_Associated
83,Host_Associated
86,Host_Associated
83,Host_Associated
90,Host_Associated
96,Host_Associated
80,Host_Associated
102,Host_Associated
60,Host_Associated
76,Host_Associated
91,Host_Associated
71,Host_Associated
100,Host_Associated
86,Host_Associated
103,Host_Associated
103,Host_Associated
93,Host_Associated
89,Host_Associated
93,Host_Associated
102,Host_Associated
63,Host_Associated
88,Host_Associated
84,Host_Associated
95,Host_Associated
91,Host_Associated
101,Host_Associated
86,Host_Associated
96,Host_Associated
90,Host_Associated
95,Host_Associated
95,Host_Associated
96,Host_Associated
99,Host_Associated
92,Host_Associated
96,Host_Associated
85,Host_Associated
85,Host_Associated
87,Host_Associated
87,Host_Associated
91,Host_Associated
94,Host_Associated
92,Host_Associated
88,Host_Associated
86,Host_Associated
86,Host_Associated
71,Host_Associated
98,Host_Associated
103,Host_Associated
71,Host_Associated
90,Host_Associated
90,Host_Associated
71,Host_Associated
90,Host_Associated
90,Host_Associated
90,Host_Associated
90,Host_Associated
103,Host_Associated
98,Host_Associated
97,Host_Associated
90,Host_Associated
90,Host_Associated
94,Host_Associated
100,Host_Associated
91,Host_Associated
75,Host_Associated
93,Host_Associated
87,Host_Associated
85,Host_Associated
74,Host_Associated
64,Host_Associated
76,Host_Associated
76,Host_Associated
94,Host_Associated
76,Host_Associated
94,Host_Associated
87,Host_Associated
89,Host_Associated
89,Host_Associated
84,Host_Associated
89,Host_Associated
86,Host_Associated
79,Host_Associated
82,Host_Associated
79,Host_Associated
107,Host_Associated
92,Host_Associated
97,Host_Associated
97,Host_Associated
96,Host_Associated
90,Host_Associated
90,Host_Associated
64,Host_Associated
90,Host_Associated
89,Host_Associated
100,Host_Associated
78,Host_Associated
79,Host_Associated
89,Host_Associated
82,Host_Associated
100,Host_Associated
103,Host_Associated
77,Host_Associated
80,Host_Associated
81,Host_Associated
86,Host_Associated
77,Host_Associated
80,Host_Associated
78,Host_Associated
80,Host_Associated
80,Host_Associated
83,Host_Associated
80,Host_Associated
83,Host_Associated
86,Host_Associated
103,Host_Associated
100,Host_Associated
100,Host_Associated
100,Host_Associated
86,Host_Associated
90,Host_Associated
109,Host_Associated
103,Host_Associated
109,Host_Associated
109,Host_Associated
109,Host_Associated
90,Host_Associated
109,Host_Associated
105,Host_Associated
105,Host_Associated
104,Host_Associated
105,Host_Associated
105,Host_Associated
105,Host_Associated
107,Host_Associated
107,Host_Associated
91,Host_Associated
105,Host_Associated
89,Host_Associated
64,Host_Associated
82,Host_Associated
91,Host_Associated
87,Host_Associated
105,Host_Associated
101,Host_Associated
87,Host_Associated
66,Host_Associated
84,Host_Associated
96,Host_Associated
100,Host_Associated
89,Host_Associated
94,Host_Associated
89,Host_Associated
63,Host_Associated
87,Host_Associated
87,Host_Associated
81,Host_Associated
95,Host_Associated
83,Host_Associated
87,Host_Associated
82,Host_Associated
84,Host_Associated
89,Host_Associated
92,Host_Associated
91,Host_Associated
85,Host_Associated
78,Host_Associated
86,Host_Associated
88,Host_Associated
88,Host_Associated
94,Host_Associated
100,Host_Associated
80,Host_Associated
81,Host_Associated
96,Host_Associated
81,Host_Associated
59,Host_Associated
93,Host_Associated
96,Host_Associated
80,Host_Associated
95,Host_Associated
81,Host_Associated
95,Host_Associated
81,Host_Associated
85,Host_Associated
62,Host_Associated
78,Host_Associated
90,Host_Associated
87,Host_Associated
96,Host_Associated
75,Host_Associated
69,Host_Associated
91,Host_Associated
88,Host_Associated
87,Host_Associated
86,Host_Associated
87,Host_Associated
84,Host_Associated
84,Host_Associated
87,Host_Associated
105,Host_Associated
106,Host_Associated
101,Host_Associated
108,Host_Associated
100,Host_Associated
107,Host_Associated
100,Host_Associated
99,Host_Associated
100,Host_Associated
100,Host_Associated
100,Host_Associated
100,Host_Associated
107,Host_Associated
99,Host_Associated
106,Host_Associated
109,Host_Associated
106,Host_Associated
102,Host_Associated
106,Host_Associated
105,Host_Associated
107,Host_Associated
108,Host_Associated
102,Host_Associated
104,Host_Associated
112,Host_Associated
102,Host_Associated
100,Host_Associated
107,Host_Associated
105,Host_Associated
106,Host_Associated
103,Host_Associated
101,Host_Associated
110,Host_Associated
106,Host_Associated
101,Host_Associated
101,Host_Associated
106,Host_Associated
109,Host_Associated
109,Host_Associated
107,Host_Associated
109,Host_Associated
109,Host_Associated
109,Host_Associated
108,Host_Associated
112,Host_Associated
108,Host_Associated
109,Host_Associated
106,Host_Associated
107,Host_Associated
107,Host_Associated
108,Host_Associated
107,Host_Associated
108,Host_Associated
107,Host_Associated
107,Host_Associated
106,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
106,Host_Associated
109,Host_Associated
108,Host_Associated
108,Host_Associated
108,Host_Associated
107,Host_Associated
106,Host_Associated
93,Host_Associated
98,Host_Associated
98,Host_Associated
98,Host_Associated
98,Host_Associated
98,Host_Associated
109,Host_Associated
108,Host_Associated
110,Host_Associated
110,Host_Associated
102,Host_Associated
82,Host_Associated
106,Host_Associated
106,Host_Associated
108,Host_Associated
104,Host_Associated
108,Host_Associated
108,Host_Associated
108,Host_Associated
107,Host_Associated
109,Host_Associated
107,Host_Associated
109,Host_Associated
108,Host_Associated
102,Host_Associated
105,Host_Associated
107,Host_Associated
104,Host_Associated
107,Host_Associated
104,Host_Associated
108,Host_Associated
104,Host_Associated
112,Host_Associated
111,Host_Associated
108,Host_Associated
108,Host_Associated
108,Host_Associated
106,Host_Associated
108,Host_Associated
108,Host_Associated
107,Host_Associated
107,Host_Associated
101,Host_Associated
103,Host_Associated
108,Host_Associated
111,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
111,Host_Associated
107,Host_Associated
108,Host_Associated
106,Host_Associated
106,Host_Associated
107,Host_Associated
107,Host_Associated
104,Host_Associated
108,Host_Associated
109,Host_Associated
108,Host_Associated
102,Host_Associated
111,Host_Associated
109,Host_Associated
110,Host_Associated
111,Host_Associated
112,Host_Associated
105,Host_Associated
112,Host_Associated
98,Host_Associated
112,Host_Associated
107,Host_Associated
94,Host_Associated
114,Host_Associated
101,Host_Associated
114,Host_Associated
117,Host_Associated
114,Host_Associated
115,Host_Associated
109,Host_Associated
102,Host_Associated
103,Host_Associated
111,Host_Associated
112,Host_Associated
112,Host_Associated
106,Host_Associated
105,Host_Associated
110,Host_Associated
107,Host_Associated
106,Host_Associated
112,Host_Associated
103,Host_Associated
102,Host_Associated
103,Host_Associated
103,Host_Associated
107,Host_Associated
101,Host_Associated
103,Host_Associated
101,Host_Associated
113,Host_Associated
105,Host_Associated
104,Host_Associated
106,Host_Associated
104,Host_Associated
107,Host_Associated
106,Host_Associated
108,Host_Associated
106,Host_Associated
107,Host_Associated
110,Host_Associated
105,Host_Associated
105,Host_Associated
106,Host_Associated
107,Host_Associated
105,Host_Associated
107,Host_Associated
107,Host_Associated
108,Host_Associated
111,Host_Associated
106,Host_Associated
106,Host_Associated
106,Host_Associated
107,Host_Associated
108,Host_Associated
110,Host_Associated
107,Host_Associated
108,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
100,Host_Associated
101,Host_Associated
101,Host_Associated
102,Host_Associated
103,Host_Associated
107,Host_Associated
105,Host_Associated
103,Host_Associated
105,Host_Associated
115,Host_Associated
103,Host_Associated
102,Host_Associated
115,Host_Associated
107,Host_Associated
107,Host_Associated
100,Host_Associated
107,Host_Associated
103,Host_Associated
105,Host_Associated
102,Host_Associated
110,Host_Associated
104,Host_Associated
105,Host_Associated
90,Host_Associated
108,Host_Associated
108,Host_Associated
108,Host_Associated
107,Host_Associated
105,Host_Associated
105,Host_Associated
106,Host_Associated
107,Host_Associated
105,Host_Associated
107,Host_Associated
107,Host_Associated
108,Host_Associated
106,Host_Associated
108,Host_Associated
107,Host_Associated
109,Host_Associated
109,Host_Associated
109,Host_Associated
104,Host_Associated
110,Host_Associated
97,Host_Associated
108,Host_Associated
108,Host_Associated
108,Host_Associated
107,Host_Associated
107,Host_Associated
107,Host_Associated
108,Host_Associated
109,Host_Associated
109,Host_Associated
108,Host_Associated
108,Host_Associated
105,Host_Associated
105,Host_Associated
112,Host_Associated
110,Host_Associated
108,Host_Associated
92,Host_Associated
106,Host_Associated
108,Host_Associated
100,Host_Associated
108,Host_Associated
105,Host_Associated
109,Host_Associated
102,Host_Associated
109,Host_Associated
109,Host_Associated
116,Host_Associated
101,Host_Associated
101,Host_Associated
105,Host_Associated
105,Host_Associated
106,Host_Associated
103,Host_Associated
103,Host_Associated
103,Host_Associated
102,Host_Associated
104,Host_Associated
101,Host_Associated
106,Host_Associated
106,Host_Associated
104,Host_Associated
107,Host_Associated
112,Host_Associated
102,Host_Associated
105,Host_Associated
120,Host_Associated
106,Host_Associated
89,Host_Associated
103,Host_Associated
109,Host_Associated
83,Host_Associated
82,Host_Associated
81,Host_Associated
99,Host_Associated
90,Host_Associated
92,Host_Associated
89,Host_Associated
105,Host_Associated
104,Host_Associated
94,Host_Associated
94,Host_Associated
105,Host_Associated
98,Host_Associated
105,Host_Associated
100,Host_Associated
93,Host_Associated
80,Host_Associated
93,Non_Host_Associated
92,Non_Host_Associated
94,Non_Host_Associated
98,Non_Host_Associated
93,Non_Host_Associated
100,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
95,Non_Host_Associated
66,Non_Host_Associated
104,Non_Host_Associated
94,Non_Host_Associated
93,Non_Host_Associated
94,Non_Host_Associated
96,Non_Host_Associated
90,Non_Host_Associated
92,Non_Host_Associated
91,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
91,Non_Host_Associated
90,Non_Host_Associated
95,Non_Host_Associated
96,Non_Host_Associated
94,Non_Host_Associated
93,Non_Host_Associated
92,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
97,Non_Host_Associated
95,Non_Host_Associated
95,Non_Host_Associated
96,Non_Host_Associated
93,Non_Host_Associated
88,Non_Host_Associated
97,Non_Host_Associated
91,Non_Host_Associated
95,Non_Host_Associated
92,Non_Host_Associated
90,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
91,Non_Host_Associated
91,Non_Host_Associated
97,Non_Host_Associated
93,Non_Host_Associated
95,Non_Host_Associated
95,Non_Host_Associated
94,Non_Host_Associated
97,Non_Host_Associated
96,Non_Host_Associated
99,Non_Host_Associated
99,Non_Host_Associated
88,Non_Host_Associated
94,Non_Host_Associated
92,Non_Host_Associated
95,Non_Host_Associated
93,Non_Host_Associated
86,Non_Host_Associated
92,Non_Host_Associated
99,Non_Host_Associated
97,Non_Host_Associated
105,Non_Host_Associated
94,Non_Host_Associated
84,Non_Host_Associated
91,Non_Host_Associated
95,Non_Host_Associated
96,Non_Host_Associated
95,Non_Host_Associated
99,Non_Host_Associated
99,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
85,Non_Host_Associated
97,Non_Host_Associated
91,Non_Host_Associated
94,Non_Host_Associated
101,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
91,Non_Host_Associated
93,Non_Host_Associated
92,Non_Host_Associated
98,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
99,Non_Host_Associated
98,Non_Host_Associated
99,Non_Host_Associated
96,Non_Host_Associated
97,Non_Host_Associated
96,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
90,Non_Host_Associated
90,Non_Host_Associated
96,Non_Host_Associated
94,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
95,Non_Host_Associated
92,Non_Host_Associated
95,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
99,Non_Host_Associated
93,Non_Host_Associated
94,Non_Host_Associated
97,Non_Host_Associated
94,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
100,Non_Host_Associated
95,Non_Host_Associated
92,Non_Host_Associated
95,Non_Host_Associated
99,Non_Host_Associated
97,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
99,Non_Host_Associated
96,Non_Host_Associated
104,Non_Host_Associated
98,Non_Host_Associated
96,Non_Host_Associated
100,Non_Host_Associated
99,Non_Host_Associated
99,Non_Host_Associated
98,Non_Host_Associated
99,Non_Host_Associated
95,Non_Host_Associated
94,Non_Host_Associated
98,Non_Host_Associated
93,Non_Host_Associated
95,Non_Host_Associated
87,Non_Host_Associated
94,Non_Host_Associated
95,Non_Host_Associated
96,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
91,Non_Host_Associated
100,Non_Host_Associated
99,Non_Host_Associated
91,Non_Host_Associated
98,Non_Host_Associated
91,Non_Host_Associated
90,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
90,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
95,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
93,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
90,Non_Host_Associated
94,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
94,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
99,Non_Host_Associated
98,Non_Host_Associated
104,Non_Host_Associated
94,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
98,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
89,Non_Host_Associated
97,Non_Host_Associated
95,Non_Host_Associated
97,Non_Host_Associated
94,Non_Host_Associated
96,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
93,Non_Host_Associated
96,Non_Host_Associated
91,Non_Host_Associated
96,Non_Host_Associated
90,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
102,Non_Host_Associated
97,Non_Host_Associated
93,Non_Host_Associated
97,Non_Host_Associated
98,Non_Host_Associated
94,Non_Host_Associated
92,Non_Host_Associated
94,Non_Host_Associated
90,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
100,Non_Host_Associated
94,Non_Host_Associated
97,Non_Host_Associated
94,Non_Host_Associated
105,Non_Host_Associated
90,Non_Host_Associated
98,Non_Host_Associated
95,Non_Host_Associated
95,Non_Host_Associated
58,Non_Host_Associated
58,Non_Host_Associated
61,Non_Host_Associated
65,Non_Host_Associated
63,Non_Host_Associated
64,Non_Host_Associated
62,Non_Host_Associated
97,Non_Host_Associated
102,Non_Host_Associated
88,Non_Host_Associated
104,Non_Host_Associated
104,Non_Host_Associated
104,Non_Host_Associated
104,Non_Host_Associated
67,Non_Host_Associated
69,Non_Host_Associated
72,Non_Host_Associated
103,Non_Host_Associated
106,Non_Host_Associated
53,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
86,Non_Host_Associated
86,Non_Host_Associated
92,Non_Host_Associated
86,Non_Host_Associated
102,Non_Host_Associated
79,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
87,Non_Host_Associated
31,Non_Host_Associated
79,Non_Host_Associated
105,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
101,Non_Host_Associated
61,Non_Host_Associated
56,Non_Host_Associated
75,Non_Host_Associated
65,Non_Host_Associated
73,Non_Host_Associated
59,Non_Host_Associated
63,Non_Host_Associated
95,Non_Host_Associated
92,Non_Host_Associated
53,Non_Host_Associated
90,Non_Host_Associated
107,Non_Host_Associated
82,Non_Host_Associated
90,Non_Host_Associated
107,Non_Host_Associated
110,Non_Host_Associated
108,Non_Host_Associated
52,Non_Host_Associated
51,Non_Host_Associated
52,Non_Host_Associated
64,Non_Host_Associated
89,Non_Host_Associated
78,Non_Host_Associated
78,Non_Host_Associated
82,Non_Host_Associated
84,Non_Host_Associated
94,Non_Host_Associated
94,Non_Host_Associated
79,Non_Host_Associated
80,Non_Host_Associated
78,Non_Host_Associated
74,Non_Host_Associated
76,Non_Host_Associated
59,Non_Host_Associated
73,Non_Host_Associated
68,Non_Host_Associated
72,Non_Host_Associated
100,Non_Host_Associated
96,Non_Host_Associated
74,Non_Host_Associated
64,Non_Host_Associated
98,Non_Host_Associated
65,Non_Host_Associated
88,Non_Host_Associated
103,Non_Host_Associated
77,Non_Host_Associated
100,Non_Host_Associated
80,Non_Host_Associated
77,Non_Host_Associated
99,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
97,Non_Host_Associated
98,Non_Host_Associated
85,Non_Host_Associated
103,Non_Host_Associated
41,Non_Host_Associated
74,Non_Host_Associated
53,Non_Host_Associated
61,Non_Host_Associated
93,Non_Host_Associated
97,Non_Host_Associated
72,Non_Host_Associated
89,Non_Host_Associated
90,Non_Host_Associated
82,Non_Host_Associated
103,Non_Host_Associated
90,Non_Host_Associated
58,Non_Host_Associated
98,Non_Host_Associated
55,Non_Host_Associated
95,Non_Host_Associated
95,Non_Host_Associated
95,Non_Host_Associated
78,Non_Host_Associated
95,Non_Host_Associated
97,Non_Host_Associated
53,Non_Host_Associated
53,Non_Host_Associated
52,Non_Host_Associated
93,Non_Host_Associated
66,Non_Host_Associated
77,Non_Host_Associated
80,Non_Host_Associated
90,Non_Host_Associated
70,Non_Host_Associated
88,Non_Host_Associated
73,Non_Host_Associated
90,Non_Host_Associated
81,Non_Host_Associated
109,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
98,Non_Host_Associated
93,Non_Host_Associated
86,Non_Host_Associated
93,Non_Host_Associated
86,Non_Host_Associated
88,Non_Host_Associated
102,Non_Host_Associated
109,Non_Host_Associated
100,Non_Host_Associated
85,Non_Host_Associated
87,Non_Host_Associated
73,Non_Host_Associated
88,Non_Host_Associated
86,Non_Host_Associated
73,Non_Host_Associated
85,Non_Host_Associated
109,Non_Host_Associated
93,Non_Host_Associated
73,Non_Host_Associated
85,Non_Host_Associated
100,Non_Host_Associated
99,Non_Host_Associated
100,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
93,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
102,Non_Host_Associated
91,Non_Host_Associated
100,Non_Host_Associated
93,Non_Host_Associated
83,Non_Host_Associated
107,Non_Host_Associated
93,Non_Host_Associated
85,Non_Host_Associated
90,Non_Host_Associated
90,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
95,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
97,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
90,Non_Host_Associated
90,Non_Host_Associated
88,Non_Host_Associated
108,Non_Host_Associated
102,Non_Host_Associated
92,Non_Host_Associated
90,Non_Host_Associated
92,Non_Host_Associated
90,Non_Host_Associated
96,Non_Host_Associated
85,Non_Host_Associated
90,Non_Host_Associated
93,Non_Host_Associated
95,Non_Host_Associated
108,Non_Host_Associated
108,Non_Host_Associated
93,Non_Host_Associated
107,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
90,Non_Host_Associated
88,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
90,Non_Host_Associated
73,Non_Host_Associated
89,Non_Host_Associated
89,Non_Host_Associated
89,Non_Host_Associated
91,Non_Host_Associated
87,Non_Host_Associated
93,Non_Host_Associated
77,Non_Host_Associated
96,Non_Host_Associated
105,Non_Host_Associated
73,Non_Host_Associated
106,Non_Host_Associated
77,Non_Host_Associated
90,Non_Host_Associated
88,Non_Host_Associated
81,Non_Host_Associated
108,Non_Host_Associated
89,Non_Host_Associated
108,Non_Host_Associated
93,Non_Host_Associated
88,Non_Host_Associated
93,Non_Host_Associated
108,Non_Host_Associated
108,Non_Host_Associated
73,Non_Host_Associated
92,Non_Host_Associated
105,Non_Host_Associated
108,Non_Host_Associated
109,Non_Host_Associated
108,Non_Host_Associated
107,Non_Host_Associated
88,Non_Host_Associated
100,Non_Host_Associated
109,Non_Host_Associated
107,Non_Host_Associated
93,Non_Host_Associated
93,Non_Host_Associated
70,Non_Host_Associated
95,Non_Host_Associated
71,Non_Host_Associated
38,Non_Host_Associated
72,Non_Host_Associated
90,Non_Host_Associated
90,Non_Host_Associated
85,Non_Host_Associated
75,Non_Host_Associated
69,Non_Host_Associated
74,Non_Host_Associated
71,Non_Host_Associated
72,Non_Host_Associated
65,Non_Host_Associated
73,Non_Host_Associated
68,Non_Host_Associated
76,Non_Host_Associated
74,Non_Host_Associated
71,Non_Host_Associated
95,Non_Host_Associated
100,Non_Host_Associated
99,Non_Host_Associated
95,Non_Host_Associated
101,Non_Host_Associated
101,Non_Host_Associated
102,Non_Host_Associated
92,Non_Host_Associated
103,Non_Host_Associated
99,Non_Host_Associated
106,Non_Host_Associated
93,Non_Host_Associated
91,Non_Host_Associated
88,Non_Host_Associated
80,Non_Host_Associated
92,Non_Host_Associated
99,Non_Host_Associated
93,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
97,Non_Host_Associated
96,Non_Host_Associated
97,Non_Host_Associated
90,Non_Host_Associated
95,Non_Host_Associated
95,Non_Host_Associated
92,Non_Host_Associated
92,Non_Host_Associated
93,Non_Host_Associated
92,Non_Host_Associated
96,Non_Host_Associated
93,Non_Host_Associated
96,Non_Host_Associated
98,Non_Host_Associated
96,Non_Host_Associated
94,Non_Host_Associated
96,Non_Host_Associated
96,Non_Host_Associated
92,Non_Host_Associated
84,Non_Host_Associated
98,Non_Host_Associated
98,Non_Host_Associated
91,Non_Host_Associated
99,Non_Host_Associated
95,Non_Host_Associated
