,Mammalia
Pseudomonas_aeruginosa_1311_10355,0
Pseudomonas_aeruginosa_1324_PAER_2863,0
Pseudomonas_aeruginosa_136S260811BSL_PA3_11092,0
Pseudomonas_aeruginosa_138244,0
Pseudomonas_aeruginosa_140_7096,0
Pseudomonas_aeruginosa_141_10839,0
Pseudomonas_aeruginosa_142_10879,0
Pseudomonas_aeruginosa_1442_10356,0
Pseudomonas_aeruginosa_144S190811BSL_PA1_11081,0
Pseudomonas_aeruginosa_144S190811BSL_PA2_11079,0
Pseudomonas_aeruginosa_145S200511BSL_PA2_11078,0
Pseudomonas_aeruginosa_1463_10354,0
Pseudomonas_aeruginosa_14650,0
Pseudomonas_aeruginosa_1472_10345,0
Pseudomonas_aeruginosa_1510_10353,0
Pseudomonas_aeruginosa_152504,0
Pseudomonas_aeruginosa_152504sp2_10256,0
Pseudomonas_aeruginosa_1618_10341,0
Pseudomonas_aeruginosa_1619_10351,0
Pseudomonas_aeruginosa_1622_10340,0
Pseudomonas_aeruginosa_1631_10350,0
Pseudomonas_aeruginosa_1638_10339,0
Pseudomonas_aeruginosa_163940_9946,0
Pseudomonas_aeruginosa_1664_10347,0
Pseudomonas_aeruginosa_1671_10335,0
Pseudomonas_aeruginosa_1689_10334,0
Pseudomonas_aeruginosa_1713_10333,0
Pseudomonas_aeruginosa_1714_10346,0
Pseudomonas_aeruginosa_173_6579,0
Pseudomonas_aeruginosa_175S070312EX2DAY21_PA2_11100,0
Pseudomonas_aeruginosa_18A,0
Pseudomonas_aeruginosa_192S190811BSL_PA1_11091,0
Pseudomonas_aeruginosa_192S190811BSL_PA2_11077,0
Pseudomonas_aeruginosa_197S020911BSL_PA1_11075,0
Pseudomonas_aeruginosa_197S020911BSL_PA2_11074,0
Pseudomonas_aeruginosa_197S020911BSL_PA3_11072,0
Pseudomonas_aeruginosa_197S020911BSL_PA4_11073,0
Pseudomonas_aeruginosa_19BR,0
Pseudomonas_aeruginosa_1BAE_isolate_KK1_9927,0
Pseudomonas_aeruginosa_201s070911bsl_PA2_11071,0
Pseudomonas_aeruginosa_2032935751_10893,0
Pseudomonas_aeruginosa_2042723558_10892,0
Pseudomonas_aeruginosa_21_10833,0
Pseudomonas_aeruginosa_213BR,0
Pseudomonas_aeruginosa_221_10832,0
Pseudomonas_aeruginosa_230_PAER_2866,0
Pseudomonas_aeruginosa_2320_7153,0
Pseudomonas_aeruginosa_2321_6508,0
Pseudomonas_aeruginosa_2325_6593,0
Pseudomonas_aeruginosa_2357_6857,0
Pseudomonas_aeruginosa_239A_isolate_13121-1_9926,0
Pseudomonas_aeruginosa_24Pae112_9634,0
Pseudomonas_aeruginosa_2570_6256,0
Pseudomonas_aeruginosa_259S240811BSL_PA1_11060,0
Pseudomonas_aeruginosa_259S240811BSL_PA2_11070,0
Pseudomonas_aeruginosa_272S250511BSL_PA1_11056,0
Pseudomonas_aeruginosa_274S010611BSL_PA1_11052,0
Pseudomonas_aeruginosa_278S180511BSL_PA1_11069,0
Pseudomonas_aeruginosa_278S180511BSL_PA2_11053,0
Pseudomonas_aeruginosa_279_6928,0
Pseudomonas_aeruginosa_279_PAER_3097,0
Pseudomonas_aeruginosa_2810_10595,0
Pseudomonas_aeruginosa_282_7227,0
Pseudomonas_aeruginosa_286S270711BSL_PA1_11068,0
Pseudomonas_aeruginosa_295s071211BSL_PA1_11055,0
Pseudomonas_aeruginosa_295s071211BSL_PA2_11051,0
Pseudomonas_aeruginosa_297_6956,0
Pseudomonas_aeruginosa_298S020611BSL_PA1_11050,0
Pseudomonas_aeruginosa_29S030611BSL_PA1_11087,0
Pseudomonas_aeruginosa_2A42_isolate_U018A_9918,0
Pseudomonas_aeruginosa_2D9A_isolate_AUS23_6462,0
Pseudomonas_aeruginosa_2S030611BSL_PA1_11089,0
Pseudomonas_aeruginosa_3020837212_10850,0
Pseudomonas_aeruginosa_3052425557_10848,0
Pseudomonas_aeruginosa_313s141011BSL_PA1_11066,0
Pseudomonas_aeruginosa_3141_10640,0
Pseudomonas_aeruginosa_318S170811BSL_PA1_11048,0
Pseudomonas_aeruginosa_326S290611BSL_PA1_11046,0
Pseudomonas_aeruginosa_326S290611BSL_PA2_11044,0
Pseudomonas_aeruginosa_326S290611BSL_PA3_11063,0
Pseudomonas_aeruginosa_333S200112BSL_PA1_11043,0
Pseudomonas_aeruginosa_354_6648,0
Pseudomonas_aeruginosa_3573,0
Pseudomonas_aeruginosa_3574,0
Pseudomonas_aeruginosa_3578,0
Pseudomonas_aeruginosa_3579,0
Pseudomonas_aeruginosa_3580,0
Pseudomonas_aeruginosa_3581,0
Pseudomonas_aeruginosa_367_PAER_2867,0
Pseudomonas_aeruginosa_37s051011BSL_PA1_11086,0
Pseudomonas_aeruginosa_39145_10248,0
Pseudomonas_aeruginosa_392_6207,0
Pseudomonas_aeruginosa_3C52_K_isolate_968333S_9933,0
Pseudomonas_aeruginosa_4012_0_isolate_C3719_9937,0
Pseudomonas_aeruginosa_403_6033,0
Pseudomonas_aeruginosa_4044301968_10865,0
Pseudomonas_aeruginosa_4094341901_10894,0
Pseudomonas_aeruginosa_4094345258_10870,0
Pseudomonas_aeruginosa_4094345290_11096,0
Pseudomonas_aeruginosa_41004355322_10900,0
Pseudomonas_aeruginosa_4104355315_10851,0
Pseudomonas_aeruginosa_4104355340-13_10856,0
Pseudomonas_aeruginosa_4104355340-15_10890,0
Pseudomonas_aeruginosa_4114358565_10891,0
Pseudomonas_aeruginosa_4124363474-15_10864,0
Pseudomonas_aeruginosa_4124363505_10873,0
Pseudomonas_aeruginosa_427_PAER_2870,0
Pseudomonas_aeruginosa_462_7255,0
Pseudomonas_aeruginosa_462_PAER_2871,0
Pseudomonas_aeruginosa_468_PAER_2872,0
Pseudomonas_aeruginosa_499_PAER_2898,0
Pseudomonas_aeruginosa_5014375233_10849,0
Pseudomonas_aeruginosa_5014375428_10852,0
Pseudomonas_aeruginosa_5023272159_10853,0
Pseudomonas_aeruginosa_5024382738-26_10855,0
Pseudomonas_aeruginosa_5024382749-13_10889,0
Pseudomonas_aeruginosa_5024382749-14_10859,0
Pseudomonas_aeruginosa_5024383182_10888,0
Pseudomonas_aeruginosa_5034388498-21_10897,0
Pseudomonas_aeruginosa_5034388513_10866,0
Pseudomonas_aeruginosa_5054407658-16_10871,0
Pseudomonas_aeruginosa_5054408345_10887,0
Pseudomonas_aeruginosa_5054408350-20_10895,0
Pseudomonas_aeruginosa_5054408350-22_10896,0
Pseudomonas_aeruginosa_5054408352_10858,0
Pseudomonas_aeruginosa_506_6117,0
Pseudomonas_aeruginosa_511653_5443,0
Pseudomonas_aeruginosa_515477_5326,0
Pseudomonas_aeruginosa_520374_526374_5314,0
Pseudomonas_aeruginosa_53011_6807,0
Pseudomonas_aeruginosa_53012_5958,0
Pseudomonas_aeruginosa_53014_6450,0
Pseudomonas_aeruginosa_549_PAER_2897,0
Pseudomonas_aeruginosa_549782_5511,0
Pseudomonas_aeruginosa_558344_5694,0
Pseudomonas_aeruginosa_559543_5154,0
Pseudomonas_aeruginosa_560747_5733,0
Pseudomonas_aeruginosa_576_PAER_2874,0
Pseudomonas_aeruginosa_577_PAER_2868,0
Pseudomonas_aeruginosa_59883_10940,0
Pseudomonas_aeruginosa_5989_10928,0
Pseudomonas_aeruginosa_59901_10941,0
Pseudomonas_aeruginosa_59903_10924,0
Pseudomonas_aeruginosa_5991_10925,0
Pseudomonas_aeruginosa_5992_10923,0
Pseudomonas_aeruginosa_5993_10921,0
Pseudomonas_aeruginosa_5994_10922,0
Pseudomonas_aeruginosa_5997_10919,0
Pseudomonas_aeruginosa_5998_10918,0
Pseudomonas_aeruginosa_59991_10916,0
Pseudomonas_aeruginosa_59992_10917,0
Pseudomonas_aeruginosa_59993_10938,0
Pseudomonas_aeruginosa_5BR2_10129,0
Pseudomonas_aeruginosa_60001_10915,0
Pseudomonas_aeruginosa_60002_10914,0
Pseudomonas_aeruginosa_60003_10936,0
Pseudomonas_aeruginosa_6001_10935,0
Pseudomonas_aeruginosa_6003_7301,0
Pseudomonas_aeruginosa_6010_7063,0
Pseudomonas_aeruginosa_6014_6074,0
Pseudomonas_aeruginosa_6077,0
Pseudomonas_aeruginosa_6085_10910,0
Pseudomonas_aeruginosa_60861_10911,0
Pseudomonas_aeruginosa_60862_10909,0
Pseudomonas_aeruginosa_6087_10908,0
Pseudomonas_aeruginosa_608748_668748_5493,0
Pseudomonas_aeruginosa_6088_10937,0
Pseudomonas_aeruginosa_6089_10905,0
Pseudomonas_aeruginosa_6090_10907,0
Pseudomonas_aeruginosa_6093_10901,0
Pseudomonas_aeruginosa_6095_10902,0
Pseudomonas_aeruginosa_6096_10931,0
Pseudomonas_aeruginosa_60971_10877,0
Pseudomonas_aeruginosa_60973_10876,0
Pseudomonas_aeruginosa_6098_10875,0
Pseudomonas_aeruginosa_6D92_H_isolate_AMT0023-34_9922,0
Pseudomonas_aeruginosa_6D92_H_isolate_AMT0060-1_9915,0
Pseudomonas_aeruginosa_6D92_H_isolate_AMT0060-2_9929,0
Pseudomonas_aeruginosa_6D92_H_isolate_AMT0060-3_9930,0
Pseudomonas_aeruginosa_707A_6541,0
Pseudomonas_aeruginosa_710_PAER_2882,0
Pseudomonas_aeruginosa_712_7178,0
Pseudomonas_aeruginosa_744_PAER_2878,0
Pseudomonas_aeruginosa_792_PAER_2884,0
Pseudomonas_aeruginosa_8488_6602,0
Pseudomonas_aeruginosa_8489_6027,0
Pseudomonas_aeruginosa_8491_6171,0
Pseudomonas_aeruginosa_85_6935,0
Pseudomonas_aeruginosa_852_PAER_2879,0
Pseudomonas_aeruginosa_857_PAER_3098,0
Pseudomonas_aeruginosa_859_PAER_2880,0
Pseudomonas_aeruginosa_886-1_10257,0
Pseudomonas_aeruginosa_908_PAER_2890,0
Pseudomonas_aeruginosa_9092533235_10863,0
Pseudomonas_aeruginosa_927_PAER_2891,0
Pseudomonas_aeruginosa_934436V_10253,0
Pseudomonas_aeruginosa_A1_A2448_10060,0
Pseudomonas_aeruginosa_A17_10132,0
Pseudomonas_aeruginosa_A19_10174,0
Pseudomonas_aeruginosa_A22_10131,0
Pseudomonas_aeruginosa_A3_10073,0
Pseudomonas_aeruginosa_A3_H638_10059,0
Pseudomonas_aeruginosa_Aa249_10103,0
Pseudomonas_aeruginosa_AA43_9975,0
Pseudomonas_aeruginosa_AA44_9980,0
Pseudomonas_aeruginosa_AES-1R,0
Pseudomonas_aeruginosa_AES1M_10829,0
Pseudomonas_aeruginosa_AES1R_10830,0
Pseudomonas_aeruginosa_AF9A_isolate_AA2_9939,0
Pseudomonas_aeruginosa_AH16,0
Pseudomonas_aeruginosa_AL191_9960,0
Pseudomonas_aeruginosa_AL363_Israel_14_9987,0
Pseudomonas_aeruginosa_AL561_9961,0
Pseudomonas_aeruginosa_AMC_25-A-2_ATCC_8709,0
Pseudomonas_aeruginosa_AMC_ATCC_142,0
Pseudomonas_aeruginosa_AMT0005-138_10187,0
Pseudomonas_aeruginosa_AMT0006-1_10186,0
Pseudomonas_aeruginosa_AMT0006-64_10610,0
Pseudomonas_aeruginosa_AMT0006-65_10609,0
Pseudomonas_aeruginosa_AMT0006-66_10269,0
Pseudomonas_aeruginosa_AMT0020-1_10268,0
Pseudomonas_aeruginosa_AMT0020-83_10650,0
Pseudomonas_aeruginosa_AMT0020-84_10185,0
Pseudomonas_aeruginosa_AMT0046-1_10183,0
Pseudomonas_aeruginosa_AMT0046-109_10179,0
Pseudomonas_aeruginosa_AMT0047-125_10647,0
Pseudomonas_aeruginosa_AMT0047-2_10606,0
Pseudomonas_aeruginosa_AMT0071-76_10266,0
Pseudomonas_aeruginosa_AT19_10301,0
Pseudomonas_aeruginosa_AT31_10255,0
Pseudomonas_aeruginosa_AT40_10254,0
Pseudomonas_aeruginosa_AT7_10307,0
Pseudomonas_aeruginosa_ATCC_15692,0
Pseudomonas_aeruginosa_ATCC_27853_3989,0
Pseudomonas_aeruginosa_ATCC_9027_5924,0
Pseudomonas_aeruginosa_ATCC_BAA-2108_6531,0
Pseudomonas_aeruginosa_ATCC_BAA-2112_6992,0
Pseudomonas_aeruginosa_ATCC_BAA-2113_6125,0
Pseudomonas_aeruginosa_ATCC_BAA-2114_5907,0
Pseudomonas_aeruginosa_AU10014,0
Pseudomonas_aeruginosa_AU10015,0
Pseudomonas_aeruginosa_AU10241,0
Pseudomonas_aeruginosa_AU10272,0
Pseudomonas_aeruginosa_AU10409,0
Pseudomonas_aeruginosa_AU10410,0
Pseudomonas_aeruginosa_AU10756,0
Pseudomonas_aeruginosa_AU10836,0
Pseudomonas_aeruginosa_AU11866,0
Pseudomonas_aeruginosa_AU12424,0
Pseudomonas_aeruginosa_AU12528,0
Pseudomonas_aeruginosa_AU13213,0
Pseudomonas_aeruginosa_AU13626,0
Pseudomonas_aeruginosa_AU14820,0
Pseudomonas_aeruginosa_AU15431,0
Pseudomonas_aeruginosa_AU19803,0
Pseudomonas_aeruginosa_AU19804,0
Pseudomonas_aeruginosa_AU20671,0
Pseudomonas_aeruginosa_AU2342,0
Pseudomonas_aeruginosa_AU23529,0
Pseudomonas_aeruginosa_AU24156,0
Pseudomonas_aeruginosa_AU24526,0
Pseudomonas_aeruginosa_AU7198,0
Pseudomonas_aeruginosa_AU7511,0
Pseudomonas_aeruginosa_AU8251,0
Pseudomonas_aeruginosa_AU9739,0
Pseudomonas_aeruginosa_AU9899,0
Pseudomonas_aeruginosa_AUS021_10270,0
Pseudomonas_aeruginosa_AUS026_10230,0
Pseudomonas_aeruginosa_AUS029_10224,0
Pseudomonas_aeruginosa_AUS066_10222,0
Pseudomonas_aeruginosa_AUS073_10227,0
Pseudomonas_aeruginosa_AUS074_10655,0
Pseudomonas_aeruginosa_AUS077_10221,0
Pseudomonas_aeruginosa_AUS093_10289,0
Pseudomonas_aeruginosa_AUS105_10216,0
Pseudomonas_aeruginosa_AUS106_10280,0
Pseudomonas_aeruginosa_AUS111_10283,0
Pseudomonas_aeruginosa_AUS210_10247,0
Pseudomonas_aeruginosa_AUS263_10274,0
Pseudomonas_aeruginosa_AUS275_10242,0
Pseudomonas_aeruginosa_AUS301_10290,0
Pseudomonas_aeruginosa_AUS304_10232,0
Pseudomonas_aeruginosa_AUS407_10235,0
Pseudomonas_aeruginosa_AUS422_10196,0
Pseudomonas_aeruginosa_AUS430_10278,0
Pseudomonas_aeruginosa_AUS434_10205,0
Pseudomonas_aeruginosa_AUS436_10202,0
Pseudomonas_aeruginosa_AUS439_10200,0
Pseudomonas_aeruginosa_AUS440_10267,0
Pseudomonas_aeruginosa_AUS462_10298,0
Pseudomonas_aeruginosa_AUS471_10234,0
Pseudomonas_aeruginosa_AUS675_10271,0
Pseudomonas_aeruginosa_AUS702_10223,0
Pseudomonas_aeruginosa_AUS717_10652,0
Pseudomonas_aeruginosa_AUS719_10189,0
Pseudomonas_aeruginosa_AUS720_10192,0
Pseudomonas_aeruginosa_AZPAE12137_2384,0
Pseudomonas_aeruginosa_AZPAE12138_2381,0
Pseudomonas_aeruginosa_AZPAE12140_2385,0
Pseudomonas_aeruginosa_AZPAE12142_2387,0
Pseudomonas_aeruginosa_AZPAE12143_2388,0
Pseudomonas_aeruginosa_AZPAE12144_2389,0
Pseudomonas_aeruginosa_AZPAE12145_2391,0
Pseudomonas_aeruginosa_AZPAE12146_2392,0
Pseudomonas_aeruginosa_AZPAE13757_2337,0
Pseudomonas_aeruginosa_AZPAE13848_2338,0
Pseudomonas_aeruginosa_AZPAE13853_2340,0
Pseudomonas_aeruginosa_AZPAE13856_2556,0
Pseudomonas_aeruginosa_AZPAE13858_2341,0
Pseudomonas_aeruginosa_AZPAE13860_2557,0
Pseudomonas_aeruginosa_AZPAE13864_2343,0
Pseudomonas_aeruginosa_AZPAE13866_2558,0
Pseudomonas_aeruginosa_AZPAE13872_2559,0
Pseudomonas_aeruginosa_AZPAE13876_2345,0
Pseudomonas_aeruginosa_AZPAE13877_2346,0
Pseudomonas_aeruginosa_AZPAE14353_2350,0
Pseudomonas_aeruginosa_AZPAE14359_2351,0
Pseudomonas_aeruginosa_AZPAE14372_2561,0
Pseudomonas_aeruginosa_AZPAE14373_2355,0
Pseudomonas_aeruginosa_AZPAE14379_2563,0
Pseudomonas_aeruginosa_AZPAE14381_2356,0
Pseudomonas_aeruginosa_AZPAE14390_2358,0
Pseudomonas_aeruginosa_AZPAE14393_2359,0
Pseudomonas_aeruginosa_AZPAE14394_2360,0
Pseudomonas_aeruginosa_AZPAE14395_2361,0
Pseudomonas_aeruginosa_AZPAE14398_2565,0
Pseudomonas_aeruginosa_AZPAE14402_2362,0
Pseudomonas_aeruginosa_AZPAE14403_2363,0
Pseudomonas_aeruginosa_AZPAE14404_2364,0
Pseudomonas_aeruginosa_AZPAE14410_2365,0
Pseudomonas_aeruginosa_AZPAE14688_2300,0
Pseudomonas_aeruginosa_AZPAE14689_2549,0
Pseudomonas_aeruginosa_AZPAE14690_2301,0
Pseudomonas_aeruginosa_AZPAE14691_2303,0
Pseudomonas_aeruginosa_AZPAE14692_2302,0
Pseudomonas_aeruginosa_AZPAE14694_2305,0
Pseudomonas_aeruginosa_AZPAE14697_2307,0
Pseudomonas_aeruginosa_AZPAE14698_2308,0
Pseudomonas_aeruginosa_AZPAE14700_2310,0
Pseudomonas_aeruginosa_AZPAE14701_2550,0
Pseudomonas_aeruginosa_AZPAE14702_2311,0
Pseudomonas_aeruginosa_AZPAE14703_2312,0
Pseudomonas_aeruginosa_AZPAE14704_2313,0
Pseudomonas_aeruginosa_AZPAE14705_2352,0
Pseudomonas_aeruginosa_AZPAE14706_2566,0
Pseudomonas_aeruginosa_AZPAE14707_2564,0
Pseudomonas_aeruginosa_AZPAE14714_2569,0
Pseudomonas_aeruginosa_AZPAE14715_2390,0
Pseudomonas_aeruginosa_AZPAE14716_2342,0
Pseudomonas_aeruginosa_AZPAE14717_2568,0
Pseudomonas_aeruginosa_AZPAE14718_2562,0
Pseudomonas_aeruginosa_AZPAE14719_2403,0
Pseudomonas_aeruginosa_AZPAE14721_2368,0
Pseudomonas_aeruginosa_AZPAE14722_2386,0
Pseudomonas_aeruginosa_AZPAE14723_2348,0
Pseudomonas_aeruginosa_AZPAE14724_2354,0
Pseudomonas_aeruginosa_AZPAE14725_2314,0
Pseudomonas_aeruginosa_AZPAE14726_2315,0
Pseudomonas_aeruginosa_AZPAE14827_2555,0
Pseudomonas_aeruginosa_AZPAE14828_2336,0
Pseudomonas_aeruginosa_AZPAE14829_2288,0
Pseudomonas_aeruginosa_AZPAE14830_2287,0
Pseudomonas_aeruginosa_AZPAE14831_2546,0
Pseudomonas_aeruginosa_AZPAE14832_2545,0
Pseudomonas_aeruginosa_AZPAE14833_2290,0
Pseudomonas_aeruginosa_AZPAE14836_2292,0
Pseudomonas_aeruginosa_AZPAE14837_2293,0
Pseudomonas_aeruginosa_AZPAE14838_2547,0
Pseudomonas_aeruginosa_AZPAE14839_2294,0
Pseudomonas_aeruginosa_AZPAE14840_2515,0
Pseudomonas_aeruginosa_AZPAE14841_2094,0
Pseudomonas_aeruginosa_AZPAE14842_2095,0
Pseudomonas_aeruginosa_AZPAE14843_2096,0
Pseudomonas_aeruginosa_AZPAE14844_2098,0
Pseudomonas_aeruginosa_AZPAE14845_2099,0
Pseudomonas_aeruginosa_AZPAE14873_2127,0
Pseudomonas_aeruginosa_AZPAE14874_2128,0
Pseudomonas_aeruginosa_AZPAE14875_2129,0
Pseudomonas_aeruginosa_AZPAE14876_2130,0
Pseudomonas_aeruginosa_AZPAE14879_2133,0
Pseudomonas_aeruginosa_AZPAE14880_2134,0
Pseudomonas_aeruginosa_AZPAE14881_2135,0
Pseudomonas_aeruginosa_AZPAE14882_2137,0
Pseudomonas_aeruginosa_AZPAE14883_2139,0
Pseudomonas_aeruginosa_AZPAE14889_2146,0
Pseudomonas_aeruginosa_AZPAE14890_2147,0
Pseudomonas_aeruginosa_AZPAE14891_2148,0
Pseudomonas_aeruginosa_AZPAE14892_2149,0
Pseudomonas_aeruginosa_AZPAE14893_2150,0
Pseudomonas_aeruginosa_AZPAE14895_2153,0
Pseudomonas_aeruginosa_AZPAE14897_2156,0
Pseudomonas_aeruginosa_AZPAE14898_2157,0
Pseudomonas_aeruginosa_AZPAE14899_2158,0
Pseudomonas_aeruginosa_AZPAE14900_2159,0
Pseudomonas_aeruginosa_AZPAE14901_2524,0
Pseudomonas_aeruginosa_AZPAE14927_2167,0
Pseudomonas_aeruginosa_AZPAE14928_2168,0
Pseudomonas_aeruginosa_AZPAE14929_2092,0
Pseudomonas_aeruginosa_AZPAE14930_2275,0
Pseudomonas_aeruginosa_AZPAE14931_2271,0
Pseudomonas_aeruginosa_AZPAE14932_2267,0
Pseudomonas_aeruginosa_AZPAE14933_2285,0
Pseudomonas_aeruginosa_AZPAE14936_2264,0
Pseudomonas_aeruginosa_AZPAE14937_2543,0
Pseudomonas_aeruginosa_AZPAE14938_2265,0
Pseudomonas_aeruginosa_AZPAE14939_2541,0
Pseudomonas_aeruginosa_AZPAE14940_2278,0
Pseudomonas_aeruginosa_AZPAE14941_2100,0
Pseudomonas_aeruginosa_AZPAE14942_2282,0
Pseudomonas_aeruginosa_AZPAE14943_2169,0
Pseudomonas_aeruginosa_AZPAE14944_2173,0
Pseudomonas_aeruginosa_AZPAE14945_2172,0
Pseudomonas_aeruginosa_AZPAE14946_2174,0
Pseudomonas_aeruginosa_AZPAE14958_2185,0
Pseudomonas_aeruginosa_AZPAE14959_2186,0
Pseudomonas_aeruginosa_AZPAE14960_2530,0
Pseudomonas_aeruginosa_AZPAE14961_2187,0
Pseudomonas_aeruginosa_AZPAE14962_2188,0
Pseudomonas_aeruginosa_AZPAE14968_2194,0
Pseudomonas_aeruginosa_AZPAE14969_2195,0
Pseudomonas_aeruginosa_AZPAE14970_2196,0
Pseudomonas_aeruginosa_AZPAE14971_2198,0
Pseudomonas_aeruginosa_AZPAE14972_2199,0
Pseudomonas_aeruginosa_AZPAE14973_2201,0
Pseudomonas_aeruginosa_AZPAE14974_2531,0
Pseudomonas_aeruginosa_AZPAE14975_2202,0
Pseudomonas_aeruginosa_AZPAE14976_2203,0
Pseudomonas_aeruginosa_AZPAE14977_2205,0
Pseudomonas_aeruginosa_AZPAE15003_2230,0
Pseudomonas_aeruginosa_AZPAE15004_2231,0
Pseudomonas_aeruginosa_AZPAE15005_2232,0
Pseudomonas_aeruginosa_AZPAE15006_2233,0
Pseudomonas_aeruginosa_AZPAE15007_2234,0
Pseudomonas_aeruginosa_AZPAE15014_2241,0
Pseudomonas_aeruginosa_AZPAE15015_2243,0
Pseudomonas_aeruginosa_AZPAE15016_2242,0
Pseudomonas_aeruginosa_AZPAE15017_2244,0
Pseudomonas_aeruginosa_AZPAE15018_2245,0
Pseudomonas_aeruginosa_AZPAE15023_2249,0
Pseudomonas_aeruginosa_AZPAE15024_2136,0
Pseudomonas_aeruginosa_AZPAE15025_2155,0
Pseudomonas_aeruginosa_AZPAE15026_2170,0
Pseudomonas_aeruginosa_AZPAE15027_2164,0
Pseudomonas_aeruginosa_AZPAE15034_2279,0
Pseudomonas_aeruginosa_AZPAE15035_2514,0
Pseudomonas_aeruginosa_AZPAE15036_2097,0
Pseudomonas_aeruginosa_AZPAE15037_2110,0
Pseudomonas_aeruginosa_AZPAE15038_2118,0
Pseudomonas_aeruginosa_AZPAE15039_2126,0
Pseudomonas_aeruginosa_AZPAE15040_2151,0
Pseudomonas_aeruginosa_AZPAE15041_2144,0
Pseudomonas_aeruginosa_AZPAE15042_2131,0
Pseudomonas_aeruginosa_AZPAE15043_2145,0
Pseudomonas_aeruginosa_AZPAE15044_2200,0
Pseudomonas_aeruginosa_AZPAE15045_2154,0
Pseudomonas_aeruginosa_AZPAE15065_2538,0
Pseudomonas_aeruginosa_AZPAE15066_2260,0
Pseudomonas_aeruginosa_AZPAE15067_2539,0
Pseudomonas_aeruginosa_AZPAE15068_2261,0
Pseudomonas_aeruginosa_AZPAE15069_2262,0
Pseudomonas_aeruginosa_AZPAE15070_2263,0
Pseudomonas_aeruginosa_AZPAE15071_2540,0
Pseudomonas_aeruginosa_AZPAE15072_2259,0
Pseudomonas_aeruginosa_B1_P2356_10360,0
Pseudomonas_aeruginosa_B136-33,0
Pseudomonas_aeruginosa_B14130_10394,0
Pseudomonas_aeruginosa_B17932_10395,0
Pseudomonas_aeruginosa_B2_10071,0
Pseudomonas_aeruginosa_B3_T2101_10023,0
Pseudomonas_aeruginosa_B41226_10391,0
Pseudomonas_aeruginosa_BJ4_10535,0
Pseudomonas_aeruginosa_BK1,0
Pseudomonas_aeruginosa_BK2_6174,0
Pseudomonas_aeruginosa_BK3_5889,0
Pseudomonas_aeruginosa_BK4_6920,0
Pseudomonas_aeruginosa_BK5_5983,0
Pseudomonas_aeruginosa_BK6_7000,0
Pseudomonas_aeruginosa_BL01,0
Pseudomonas_aeruginosa_BL12,0
Pseudomonas_aeruginosa_BL13,0
Pseudomonas_aeruginosa_BL15,0
Pseudomonas_aeruginosa_BL16,0
Pseudomonas_aeruginosa_BL17,0
Pseudomonas_aeruginosa_BL18,0
Pseudomonas_aeruginosa_BL19,0
Pseudomonas_aeruginosa_BL20,0
Pseudomonas_aeruginosa_BL21,0
Pseudomonas_aeruginosa_BL25,0
Pseudomonas_aeruginosa_Bo559_10155,0
Pseudomonas_aeruginosa_Br670_10109,0
Pseudomonas_aeruginosa_BTP033,0
Pseudomonas_aeruginosa_BTP034,0
Pseudomonas_aeruginosa_BTP036,0
Pseudomonas_aeruginosa_BTP037,0
Pseudomonas_aeruginosa_BTP038,0
Pseudomonas_aeruginosa_BWH029,0
Pseudomonas_aeruginosa_BWH047_11119,0
Pseudomonas_aeruginosa_BWH049,0
Pseudomonas_aeruginosa_BWH050,0
Pseudomonas_aeruginosa_BWH053,0
Pseudomonas_aeruginosa_BWH054,0
Pseudomonas_aeruginosa_BWH055,0
Pseudomonas_aeruginosa_BWH056,0
Pseudomonas_aeruginosa_BWH057,0
Pseudomonas_aeruginosa_BWH058,0
Pseudomonas_aeruginosa_BWH059,0
Pseudomonas_aeruginosa_BWH060,0
Pseudomonas_aeruginosa_BWHPSA019,0
Pseudomonas_aeruginosa_BWHPSA021,0
Pseudomonas_aeruginosa_BWHPSA022,0
Pseudomonas_aeruginosa_BWHPSA023,0
Pseudomonas_aeruginosa_BWHPSA024,0
Pseudomonas_aeruginosa_BWHPSA025,0
Pseudomonas_aeruginosa_C1913C,0
Pseudomonas_aeruginosa_C2159M,0
Pseudomonas_aeruginosa_C2773C,0
Pseudomonas_aeruginosa_C3_10041,0
Pseudomonas_aeruginosa_C3128_10169,0
Pseudomonas_aeruginosa_C5311_10173,0
Pseudomonas_aeruginosa_C7_T3583_10061,0
Pseudomonas_aeruginosa_C8_T3532_10057,0
Pseudomonas_aeruginosa_C9_P1814_10361,0
Pseudomonas_aeruginosa_CCBH17348_7134,0
Pseudomonas_aeruginosa_CCBH18249_10728,0
Pseudomonas_aeruginosa_CCBH4850_10730,0
Pseudomonas_aeruginosa_CCBH4851_6103,0
Pseudomonas_aeruginosa_CCBH5939_10729,0
Pseudomonas_aeruginosa_CCF_696_5237,0
Pseudomonas_aeruginosa_CCF_715_5364,0
Pseudomonas_aeruginosa_CCF_716_5283,0
Pseudomonas_aeruginosa_CCF_835_5282,0
Pseudomonas_aeruginosa_CCF_839_5685,0
Pseudomonas_aeruginosa_CCF_851_5401,0
Pseudomonas_aeruginosa_CCUG_70744_6254,0
Pseudomonas_aeruginosa_CF_PA39,0
Pseudomonas_aeruginosa_CF5,0
Pseudomonas_aeruginosa_CF77,0
Pseudomonas_aeruginosa_CI27,0
Pseudomonas_aeruginosa_CIG1,0
